LON,LAT,EDO,CLAVE,ESTACION,ene-24
-108.712222,26.437222,SIN,JODSI,"El Sabino, Sin.",0.00
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",1.52
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0.03
-108.480833,25.806667,SIN,ENASI,"Estación Naranjo, Sin.",0.11
-107.755833,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",0.00
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",0.01
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0.40
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",1.03
-107.911111,25.856667,SIN,GDOSI,"Gustavo Díaz Ordaz, Sin.",0.00
-109.333333,25.983333,SIN,HDZSI,"Higuera de Zaragoza, Sin.",1.61
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",1.30
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",0.00
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",0.50
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",0.00
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",0.00
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0.00
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0.00
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",0.00
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0.01
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0.22
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",1.30
-108.583333,26.5,SIN,MHGSI,"Miguel Hidalgo, Sin.",0.00
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0.00
-107.188056,24.251111,SIN,OBISPO,"Obispo, Sin. SMN*",0.00
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",0.01
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",2.00
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",0.01
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",0.00
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",0.00
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",0.80
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",0.75
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0.01
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",0.81
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",0.81
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",0.01
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0.40
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0.00
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",0.25
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",0.00
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",31.60
-100.021667,21.936111,SLP,CDFERNANDEZ,"Ciudad Fernández, S.L.P. SMN*",2.40
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",3.00
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",23.60
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",11.00
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",13.70
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",3.52
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",4.40
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",8.00
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",21.90
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",48.40
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",1.80
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",0.00
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",0.01
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",2.21
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",14.10
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",5.80
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",0.00
-99.146111,21.822222,SLP,TANCHACHIN,"Tanchachín, S.L.P. SGT*",15.50
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",0.00
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",24.20
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",0.01
-101.9125,22.831944,SLP,VRASL,"Villa de Ramos, S.L.P.",0.00
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",7.30
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",34.01
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruíz Cortínes, Son.",1.01
-108.937778,27.021667,SON,ALMSO,"Álamos, Son.",6.20
-109.8925,27.8225,SON,AOBSO,"Álvaro Obregón, Son.",0.01
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",30.31
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",23.02
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",18.51
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",17.52
-111.83,28.75,SON,BAHIAKINO,"Bahía de Kino, Son. SMN*",0.50
-112.435278,30.771944,SON,CABORCA,"Caborca, Son. SMN*",35.40
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",37.60
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",0.02
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",3.53
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",38.00
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",14.00
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",29.50
-110.783333,29.183333,SON,MLNSO,"El Molinito, Son.",28.40
-113.304722,31.68,SON,PINACATE,"El Pinacate, Son. SMN*",26.60
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",1.51
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",57.90
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",45.01
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0.03
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",51.41
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",22.60
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",6.60
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",1.71
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",20.61
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",43.00
-111.733333,30.716667,SON,ALTSO,"Observatorio de Altar, Son.",30.00
-109.938056,27.5,SON,COBSO,"Observatorio de Ciudad Obregón, Son.",2.53
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0.20
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",7.30
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",31.60
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",3.80
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",27.11
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",23.23
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",15.50
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",2.53
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",32.50
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",6.12
-114.797778,32.423889,SON,RCOLORADO,"San Luis Río Colorado, Son. SMN*",39.00
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",22.64
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",36.50
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",47.91
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",5.51
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",2.51
-110.299167,27.639167,SON,VICAM,"Vícam, Son. SGT*",1.50
-108.927778,28.371389,SON,YCRSO,"Yécora, Son.",34.51
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",252.40
-91.229167,17.289722,TAB,CUSUMACINTA,"Cañón Usumacinta, Tab. SMN*",127.20
-93.383056,17.998056,TAB,CARDENASPCT,"Cárdenas Protección Civil, Tab.",40.00
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",27.00
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",26.70
-93,17.975,TAB,GONTB,"González, Tab.",25.50
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",51.90
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",237.30
-92.646389,18.406389,TAB,PCENTLA,"Pantanos de Centla, Tab. SMN*",66.80
-93.33,18.42,TAB,PARAISO,"Paraíso, Tab. SMN*",62.25
-93.622778,18.175,TAB,POBLADOC11,"Poblado C11, Tab. SGT*",136.10
-92.877222,18.010833,TAB,PORVENIR,"Porvenir, Tab. SGT*",32.60
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",42.80
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",89.30
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",25.50
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",160.90
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",231.10
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",59.50
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",71.10
-93.8325,17.965556,TAB,ZAMAPA2ASECC,"Zamapa 2a. Sección, Tab. Protección Civil*",0.40
-93.968611,17.934444,TAB,ZANAPA,"Zanapa, Tab. SGT*",0.10
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",9.30
-99.148889,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",1.21
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",12.00
-99.92,22.58,TAMPS,CIUDADMANTE,"Ciudad Mante, Tamps. SMN*",3.00
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",0.20
-97.817778,25.966389,TAMPS,CONTP,"Control, Tamps.",37.02
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",0.40
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",10.10
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal Uno, Tamps.",2.80
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",2.50
-99.154722,23.046667,TAMPS,GOMEZFARIAS,"Gómez Farías, Tamps. SGT*",1.20
-99.078611,23.384444,TAMPS,ENNTP,"La Encantada, Tamps.",0.70
-97.953333,23.166389,TAMPS,LAETP,"La Esperanza, Tamps.",10.90
-99.120556,22.852778,TAMPS,LSRTP,"La Servilleta, Tamps.",0.30
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",0.00
-98.705556,22.795833,TAMPS,MGSTP,"Magiscatzín Dos, Tamps.",2.30
-98.713611,22.797222,TAMPS,MGZTP,"Magiscatzín, Tamps.",2.30
-99.551111,24.566667,TAMPS,MAGTP,"Magueyes, Tamps.",4.40
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo Gómez, Tamps.",10.10
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",52.93
-98.586389,25.1175,TAMPS,MENTP,"Mendez, Tamps.",0.00
-99.148611,26.430556,TAMPS,CMRTP,"Mier, Tamps.",25.30
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",2.80
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",0.90
-98.208889,23.762222,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",13.80
-98.9,24.05,TAMPS,PADTP,"Padilla, Tamps.",6.70
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",2.00
-99.555833,24.2475,TAMPS,PJMTP,"Pedro José Méndez, Tamps.",1.21
-99.019167,24.208056,TAMPS,PILTP,"Pilón, Tamps.",2.00
-97.8,25.8,TAMPS,PANTP,"Pueblo Anáhuac, Tamps.",22.84
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",1.40
-97.991944,23.259444,TAMPS,RSPTP,"República Española, Tamps.",10.30
-98,25.966667,TAMPS,RIBTP,"Río Bravo, Tamps.",17.70
-99.026111,22.843056,TAMPS,RFRTP,"Río Frío, Tamps.",0.90
-99.093056,23.031389,TAMPS,SBNTP,"Sabinas, Tamps.",0.00
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",2.40
-98.787222,23.083611,TAMPS,SGBTP,"San Gabriel, Tamps.",2.20
-99.274167,24.0225,TAMPS,STETP,"Santa Engracia, Tamps.",6.40
-99.040833,26.374167,TAMPS,MGATP,"S-J-1-2 Miguel Alemán, Tamps.",20.30
-98.8,26.25,TAMPS,CMGTP,"S-J-2-11 Camargo, Tamps.",20.20
-98.5975,26.238056,TAMPS,CDOTP,"S-J-2-18 Ciudad Díaz Ordaz, Tamps.",20.20
-98.883333,26.166667,TAMPS,RYNTP,"S-J-2-9 Reynosa, Tamps.",15.70
-98.285833,26.079722,TAMPS,RYATP,"S-J-3-42 Reynosa, Tamps.",15.21
-98.422778,22.423889,TAMPS,TMSTP,"Tamesí, Tamps.",6.00
-97.876111,22.238333,TAMPS,TMPTP,"Tampico, Tamps.",9.10
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",18.03
-98.666389,23.959444,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",0.10
-99.551111,24.566667,TAMPS,VSMTP,"Victoria San Marcos, Tamps.",0.20
-97.804167,25.906111,TAMPS,VCATP,"Villa Cárdenas, Tamps.",35.52
-99.488611,24.303889,TAMPS,VILLAGRAN,"Villagrán, Tamps. SMN*",4.40
-98.131111,19.428611,TLAX,APITL,"Apizaco, Tlax.",6.00
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",2.40
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",10.80
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",15.50
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",3.10
-98.200556,19.556111,TLAX,SJATL,"San José Atlanga, Tlax.",0.00
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",35.20
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",7.00
