LON,LAT,EDO,CLAVE,ESTACION,may-24
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",0
-107.482778,28.481667,CHIH,AGZCH,"Abraham Gonz lez, Chih.",0
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",0
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauht‚moc, Chih. SMN*",0
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",0
-106.770556,26.229444,CHIH,CHNCH,"Chinat£, Chih. SMN*",0
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Ju rez, Chih.",0
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrom‚trica, Chih.",0
-108.541667,27.416667,CHIH,CNDCH,"Ch¡nipas, Chih.",0
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",0
-105.628889,28.166111,CHIH,FIMCH,"Las V¡rgenes, Chih.",0
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",0
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",0
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",0
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",0
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",0.01
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",0
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",0
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",0
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",0
-104.43,29.583333,CHIH,OJINAGAC,"Ojinaga R¡o Conchos, Chih. CILA*",0
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",0
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",0
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",0
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",0
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0
-107.85,28.95,CHIH,TMCCH,"Observatorio de Tem¢sachic, Chih.",0
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",0
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",0
-106.505,30.615556,CHIH,VILLAAHUMADA,"Villa Ahumada, Chih. SMN*",0
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",21
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",37.6
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Dom¡nguez, Chis.",60.7
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",19.2
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",102.9
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza-Pac, Chis. CFE*",13
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",50.4
-93.15,16.641944,CHIS,BOQCP,"Boquer¢n, Chis.",84.6
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",179.6
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",67.9
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",36.6
-93.117222,16.757778,CHIS,CENTRO2APTE,"Centro Segunda Poniente, Chis. SGT*",12.5
-92.618056,16.963333,CHIS,CHALCHIHUITAN,"Chalchihuit n, Chis. SGT*",148.8
-93.131389,17.341389,CHIS,CHAPULTENANGO,"Chapultenango, Chis. SGT*",24.7
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",97.2
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",30
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",99.5
-93.466944,16.441389,CHIS,COBREGONCFE,"Crist¢bal Obreg¢n, Chis. CFE*",18.3
-92.1,16.2,CHIS,COOCP,"Observatorio de Comit n, Chis.",87.1
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",21.51
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitan, Chis. PC*",77.95
-92.113056,15.435833,CHIS,CUILCOCFE,"Cuilco, Chis. CFE*",15.9
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",58.9
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrom‚trica, Chis. SGT*",61.6
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",157.5
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",35.7
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",30
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",46.3
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",125.2
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",51.5
-92.829444,17.373056,CHIS,ESCALONCP,"El Escal¢n, Chis. SGT*",121.5
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",128.4
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",10
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",329.3
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",178.4
-92.918333,17.441389,CHIS,FIMADERO,"Francisco I. Madero, Chis. SGT*",69.7
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",362
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",30.2
-92.402778,14.997222,CHIS,HUECP,"Huehuet n, Chis.",216.3
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",253
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",147.5
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",11.6
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",14.05
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",0.9
-93.381389,17.364167,CHIS,JGRIJALVACFE,"T£neles Juan de Grijalva, Chis. CFE*",0.9
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",65.9
-90.702222,16.580833,CHIS,LACCP,"Lacant£n, Chis.",22.5
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",3.8
-93.598889,17.178611,CHIS,MALCP,"Nezahualc¢yotl, Chis.",28.3
-93.595,17.189167,CHIS,MALPASODES,"Desfogue Malpaso, Chis. CFE*",39.1
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",51.8
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",35.9
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",32.8
-93.091389,16.7225,CHIS,MUCH,"Museo de Chiapas de Ciencia y Tecnolog¡a, Chis. SGT*",5.8
-94.081111,16.475556,CHIS,NVOTENOCH,"Nuevo Tenochtitl n, Chis. CFE*",36.8
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",26.1
-93.087778,16.760278,CHIS,PARQUEOTE,"Parque Oriente, Chis. SGT*",2.6
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",6.9
-93.458611,17.446111,CHIS,PENCP,"Angel Albino Corzo, Chis.",21.6
-93.474444,17.463611,CHIS,PENITAS,"Pe¤itas, Chis. SGT*",13.4
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",88.3
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",43.42
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",43.4
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",35.2
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",37.11
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",26.8
-93.079167,16.158333,CHIS,REVCP,"Revoluci¢n Mexicana, Chis.",46.4
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",54.4
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",22.1
-92.603056,16.727222,CHIS,SCCASASCFE,"San Crist¢bal de las Casas, Chis. CFE*",29.9
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Crist¢bal, Chis.",39.6
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",42.9
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",30.9
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria T‚cnica 59, Chis. SGT*",77.7
-93.858889,16.373333,CHIS,SEPULTURA,"La Sepultura, Chis. CFE*",8.8
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",8.3
-93.085,17.561111,CHIS,SJOCP,"San Joaqu¡n, Chis.",20.3
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",0
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",39.7
-92.820833,16.938889,CHIS,SNACP,"Santa Mar¡a, Chis.",10.9
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",40.8
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",208
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Ca¤¢n del Sumidero, Chis. CFE*",43.1
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",35.2
-92.243333,14.99,CHIS,TAMCP,"Malpaso II, Chis.",88.6
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",287.7
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",90
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",27.4
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",86.7
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",97.6
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Guti‚rrez, Chis.",112.8
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",11
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",69.2
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",13.29
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",62.3
-92.147222,15.091111,CHIS,VTACANA,"Volc n Tacan , Chis. SMN*",114.6
-93.330556,17.116667,CHIS,YAMCP,"Yamonh¢, Chis.",16.7
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",50
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",1.72
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",22
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",5
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ci‚negas, Coah.",0
-100.950278,29.327778,COAH,CDACL,"Ciudad Acu¤a, Coah.",17
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",5
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",2
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0.01
-100.920833,25.436111,COAH,ESLCL,"Secretar¡a de Agricultura Saltillo, Coah.",11.51
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas. Ciudad Acu¤a, Coah. CILA*",12.2
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",1.75
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0.01
-103.266667,25.766667,COAH,MADCL,"Madero, Coah.",10
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",5.3
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos M£zquiz, Coah. SMN*",32.6
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",27.9
-100.556944,28.667778,COAH,RIOESCONDIDOC,"R¡o Escondido Villa De Fuentes, Coah. CILA*",24.5
-100.634444,28.898611,COAH,RioSanRodrigoC,"R¡o San Rodrigo, Coah., CILA*",26.5
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",15.2
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jim‚nez, Coah. CILA*",0.5
-101.213056,28.399444,COAH,SANTACECILIA,"Santa Cecilia, Coah. SMN*",102.05
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",78.01
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",2
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",1.3
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",17.41
-103.45,25.541667,COAH,TORCL,"Observatorio de Torre¢n, Coah.",0.01
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",44.51
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",0
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0
-103.804167,19.2125,COL,CQMCM,"Coquimatl n, Col.",0
-103.6,19.325,COL,CUACM,"Cuauht‚moc, Col.",0
-103.884444,19.111389,COL,DJLCM,"P. deriv. Gregorio T. Q. Jala, Col.",0
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clari¢n, Col. SEMAR*",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",0
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",0
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",0
-104.057778,19.391667,COL,MINATITLAN,"Minatitl n, Col. SMN*",0
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.8125,19.3275,COL,PNTCM,"P. deriv. Pe¤itas, Col.",0
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitl n, Col.",0
-103.867778,18.911667,COL,TCMCM,"Tecom n, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de M‚x.",42.12
-99.197222,19.388611,DF,CAJA6IPSAYP,"Caja-6 IP San Antonio y Periferico, Cd. de M‚x. SACMEX*",34.25
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de M‚x.",29.5
-98.999444,19.357222,DF,CDMDF,"C rcel de Mujeres, Cd. de M‚x.",26.03
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de M‚x.",35.79
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de M‚x.",36.54
-99.021667,19.256111,DF,CERRILLOS,"Cerrillos, Cd. de M‚x. SACMEX*",60.25
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de M‚x.",51.5
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de M‚x. SACMEX*",25
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de M‚x.",18.5
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de M‚x.",21.25
-99.077778,19.4775,DF,CRAEOCAVM,"San Juan de Arag¢n (CRAE OCAVM), Cd. de M‚x. SACMEX*",20.75
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de M‚x.",35.53
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de M‚x.",78.5
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de M‚x.",20.25
-99.205,19.3,DF,DATDF,"Desviaci¢n Alta, Cd. de M‚x.",9
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de M‚xico, Cd. de M‚x.",20.75
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de M‚x.",23.34
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de M‚x.",43
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de M‚x. SMN*",30
-99.073056,19.288611,DF,ELMOLINOCDMX,"El Molino, Cd. de M‚x. SACMEX*",49
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de M‚x.",27.17
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de M‚x.",37
-99.352222,19.295,DF,EZCDF,"El Zarco, M‚x.",37.5
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de M‚x.",55.2
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de M‚x.",42.25
-98.975,19.339167,DF,LACALDERA,"La Caldera Subestaci¢n el‚ctrica Santa Luc¡a, M‚x. SACMEX*",25.5
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro R¡os (El Moral), Cd. de M‚x.",37.04
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de M‚x.",18
-99.191944,19.416389,DF,MDELREY,"Molino del Rey, Cd. de M‚x SMN*",27.2
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de M‚x.",44.19
-99.120556,19.150556,DF,MTULMIAC,"Manantial Tulmiac, Cd. de M‚x. SACMEX*",66.25
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de M‚x.",12.45
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de M‚cico Sur, Cd. de M‚x.",34.25
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de M‚x.",31
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de M‚x.",25
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de M‚x.",28.75
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ej‚rcito de Oriente, Cd. de M‚x.",10.67
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de M‚x.",28.75
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de M‚x.",39.29
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de M‚x.",17.25
-99.209444,19.308611,DF,PICACHOAJUSCO,"Planta Pichacho Ajusco Perif‚rico, Cd. de M‚x. SACMEX*",29.75
-99.219444,19.285278,DF,PICACHOHOMUN,"Picacho Homun, Cd. de M‚x. SACMEX*",41
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de M‚x.",36
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo L¢pez Mateos, Cd. de M‚x.",30.84
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de M‚x.",17.25
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de M‚x.",72
-99.177222,19.328889,DF,POZOCU,"Pozo C.U., Cd. de M‚x. SACMEX*",22.5
-99.235556,19.423611,DF,PRESAMIXCOAC,"Presa Mixcoac, Cd. de M‚x. SACMEX*",49.75
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento R¡o de La Magdalena, Cd. de M‚x.",34.04
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento R¡o Remedios, Cd. de M‚x.",30.12
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de M‚x.",37.78
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de M‚x.",82.62
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa Mar¡a, Cd. de M‚x.",31.5
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M rtir, Cd. de M‚x.",81
-99.059444,19.225278,DF,PTARSPACTOPAN,"PTAR San Pedro Actopan, Cd. de M‚x. SACMEX*",62.25
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de M‚x.",25
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de M‚x.",60.77
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de M‚x.",29.5
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de M‚x.",21.04
-99.17,19.4,DF,RCMDF,"Radio Comunicaci¢n, Cd. de M‚x.",34
-99.129444,19.237222,DF,RECLUSORIOSUR,"Pozo reclusorio Sur, Cd. de M‚x. SACMEX*",23.75
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de M‚x.",53.48
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de M‚x.",93.68
-99.066667,19.466667,DF,SJADF,"San Juan de Arag¢n, Cd. de M‚x.",20.78
-99.176389,19.206389,DF,SMTOPILEJO,"San Miguel Topilejo, Cd. de M‚x. SACMEX*",50
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro M rtir, Cd. de M‚x. SACMEX*",81
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl huac, Cd. de M‚x.",9.75
-98.960556,19.320833,DF,SSCDF,"La Caldera Subestaci¢n el‚ctrica Santa Luc¡a, M‚x.",8.88
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de M‚x.",67.5
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de M‚x.",29.51
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de M‚x.",50.27
-99.000556,19.275,DF,TEQUESQUITE,"San Jos‚ Tlahuac RB Tequesquite, Cd. de M‚x. SACMEX*",42.25
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de M‚x. SMN*",1.27
-99.211667,19.399167,DF,TNGDF,"Tri ngulo, Cd. de M‚x.",35.77
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de M‚x.",69.52
-99.084722,19.440833,DF,TPNDF,"Tanque Pe¤¢n, Cd. de M‚x.",27.68
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de M‚x.",44.59
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaqu¡n, Cd. de M‚x.",31.89
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa Luc¡a), Cd. de M‚x.",35.95
-99.245833,19.274167,DF,ZACATON,"Zacat¢n, Cd. de M‚x. SACMEX*",49.5
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",4
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0.01
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0.01
-103.698889,24.871944,DGO,CNCDR,"Cuencam‚, Dgo.",1.02
-104.782778,24.518333,DGO,CNTDR,"Canatl n, Dgo.",12.3
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",6.7
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0.01
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",0.03
-105.952222,25.934444,DGO,GNCDR,"Guanacev¡, Dgo.",0
-104.9225,24.803889,DGO,GUADR,"Guatimap‚, Dgo.",3.8
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",2.2
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0.6
-99.170556,19.286944,DGO,LAJOYACDMX,"La Joya, Cd. de M‚x. SACMEX*",61
-104.75,23.516667,DGO,LBYDR,"Las Bayas, Dgo.",0
-105.015833,25.594167,DGO,LCRDR,"L zaro C rdenas, Dgo.",0.01
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",0
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",0
-103.85,25.816667,DGO,MPMDR,"Mapim¡, Dgo.",1
-105.0475,23.899167,DGO,NAVDR,"Nav¡os Viejos, Dgo.",0
-104.656667,24.203889,DGO,PAGDR,"Pe¤a del Aguila, Dgo.",8.4
-105.443056,25.225,DGO,SACDR,"Salom‚ Acosta, Dgo.",0.6
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",3
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",7
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",0.01
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0
-104.276944,25.085,DGO,SLCDR,"San Luis del Cordero, Dgo.",0
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",0.01
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0.01
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",1.3
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",0
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",0
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",0
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",0.01
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",15.6
-100.5175,18.075833,GRO,AFIGR,"Andr‚s Figueroa, Gro.",0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",19
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenango del R¡o, Gro. CFE*",29.01
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",25
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",0
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",2
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",5.5
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",9.6
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0
-99.661944,18.245278,GRO,COCGR,"Cocula, Gro.",13
-98.970833,16.614722,GRO,COPGR,"Copala, Gro.",0
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ram¡rez Ulloa, Gro.",1
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",2
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",17.6
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",15.3
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",55
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",0
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",0
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",0
-99.369167,17.471111,GRO,MCHGR,"Mochitl n, Gro.",24.5
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",13.7
