LON,LAT,EDO,CLAVE,ESTACION,feb-24
-102.309722,21.895,AGS,AGSAG,"Aguascalientes, Ags.",35.7
-102.676944,21.9975,AGS,CDRAG,"La Codorniz, Ags.",39.4
-101.992222,21.897778,AGS,CNSAG,"Los Conos, Ags.",37.31
-102.296667,22.362778,AGS,CSOAG,"Cosío, Ags.",31.7
-102.356944,22.121667,AGS,JCQAG,"Jocoque, Ags.",31.5
-102.788333,21.8075,AGS,MNLAG,"Media Luna, Ags.",31.21
-102.371667,21.78,AGS,NGRAG,"El Niágara, Ags.",31.8
-102.290556,21.850833,AGS,OBSAG,"Observatorio de Aguascalientes, Ags.",31.9
-102.465,22.189167,AGS,P50ANIV,"Presa Cincuenta Aniversario, Ags. SMN*",24.6
-102.279167,22.147222,AGS,PBLAG,"Pabellón, Ags.",32.01
-102.417222,22.141111,AGS,PECAG,"Plutarco Elías Calles, Ags.",28.01
-102.135,22.202778,AGS,PTOAG,"Puerto de la Concepción, Ags.",42.02
-102.4375,22.235,AGS,PTRAG,"Derivadora Pabellón, Ags.",28.82
-116.908333,32.444722,BC,ALRBN,"Abelardo L. Rodríguez, B.C.",90.9
-114.719167,29.727222,BC,CATAVINA,"Cataviña, B.C. SMN*",24.99
-115.921667,32.042222,BC,CONST1857,"Constitución de 1857, B.C. SMN*",8.6
-116.696944,32.479444,BC,CRRBN,"El Carrizo, B.C.",88.2
-116.828333,32.468056,BC,EFLBN,"El Florido, B.C.",87.2
-116.6025,31.890278,BC,ELZBN,"Emilio López Zamora, B.C.",96.4
-115.15,32.411111,BC,ENLBN,"Observatorio de Ejido Nuevo León, B.C.",2.5
-115.1875,28.034444,BC,ISLACEDROSmar,"Isla Cedros, B.C. SEMAR*",6.86
-115.27,32.39,BC,MXCBN,"Mexicali, B.C.",4
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",17.51
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",9
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",129
-116.205556,32.272222,BC,RUMOROSA,"La Rumorosa SMN, B.C.",131.58
-114.85,31.033333,BC,SFLBN,"Observatorio de San Felipe, B.C.",1.4
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",86.2
-111.353889,26.009722,BCS,BLORETO,"Bahía de Loreto, B.C.S. SMN*",0
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",1
-109.424444,23.445278,BCS,CPULMO,"Cabo Pulmo, B.C.S. SMN*",0.2
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0.03
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",10.01
-114.051944,27.963056,BCS,GNGBS,"Guerrero Negro, B.C.S.",9.54
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0.01
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",1.5
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",0
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",0
-111.829444,24.481111,BCS,PCORTESmar,"Puerto Cortés, B.C.S. SEMAR*",0.254
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",0.01
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",0.03
-110.059167,23.805,BCS,SANBS,"San Antonio, B.C.S.",0.02
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",0
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",0.01
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",0
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",0.2
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",0.01
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",0
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",1
-89.743889,20.003889,CAMP,BOLCA,"Bolonchén, Camp.",10.3
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",14.7
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",17
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",16.01
-90.544167,19.838333,CAMP,CMPCA,"Campeche, Camp.",10
-91.046111,18.183056,CAMP,CNDCA,"Candelaria, Camp.",33.6
-90.507222,19.838611,CAMP,COBCA,"Observatorio de Campeche, Camp.",15.9
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",36.31
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",15
-89.848333,19.751944,CAMP,HPOCA,"Hopelchen, Camp.",5.1
-90.820833,18.056944,CAMP,MONCLOVACAMP,"Monclova, Camp. SMN*",15.8
-92.086944,18.253056,CAMP,PLZCA,"Palizada, Camp.",15.5
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",13
-89.860278,19.664444,CAMP,XCPCA,"Xcupil, Camp.",12.21
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",12
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",3
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",12.8
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",3.2
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",0.01
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",27.49
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",9
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",2
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",8.32
-105.628889,28.166111,CHIH,FIMCH,"Francisco I. Madero, Chih.",0.01
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",9.8
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",47.8
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",0.5
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",15
-105.28,28.984444,CHIH,LLNCH,"Ing. Luis L. León, Chih.",3.5
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",2.54
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",5.4
-104.43,29.583333,CHIH,OJINAGAC,"Ojinaga Río Conchos, Chih. CILA*",4.25
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",7.5
-105.254167,26.546389,CHIH,PAGCH,"Pico del Águila, Chih.",0.01
-104.74,29.5,CHIH,PEGUIS,"Peguis, Chih. SGT*",0.75
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",0.2
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0.4
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",10.31
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",22.01
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",5.5
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",10.2
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",5.6
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",7.9
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza-Pac, Chis. CFE*",54.3
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",14.9
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",9.2
-92.716667,15.35,CHIS,CACCP,"Cacaluta, Chis.",3.3
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",6.6
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",1.6
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",0
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",5.61
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",19.9
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",9.7
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",3
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. SMN*",11.41
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitan, Chis. SMN*",2.75
-92.113056,15.435833,CHIS,CUILCOCFE,"Cuilco, Chis. CFE*",3.6
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",10.2
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",2.5
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",6.4
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",12.2
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",9.8
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",0
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",7
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",64.4
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",2.1
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",50.3
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",4.1
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",6.4
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",14
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",5.9
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",0.2
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",0.5
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",8.03
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",33.7
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",33.7
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",10.2
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",8.7
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",3.9
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",14
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",12.91
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",0.1
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",8
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",4.05
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",62.9
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",1.6
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",58.3
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",0.4
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",10.4
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",9.4
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",4.9
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",9.4
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",57.8
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",53.9
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",11.5
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",11.2
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",10.6
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0.3
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",7.2
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",68.9
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",0
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",8.9
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",8.4
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",17
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",5.1
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",2
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",8.2
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",5.5
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",9.3
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",8.1
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",57
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",5.07
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",9.4
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",17.52
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",0.01
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",0
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",55
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",0
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",15.41
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",0
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",8.21
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",0
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",30.3
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",54
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas. Ciudad Acuña, Coah. CILA*",11.2
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",0
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",37.01
-103.266667,25.766667,COAH,MADCL,"Madero, Coah.",38
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",17.5
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",9.5
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa De Fuentes, Coah. CILA*",6.5
-100.634444,28.898611,COAH,RioSanRodrigoC,"Río San Rodrigo cerca El Moral, Piedras Negras Coah., CILA*",2
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",64.1
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jimenez, Coah. CILA*",0
-101.213056,28.399444,COAH,SANTACECILIA,"Santa Cecilia, Coah. SMN*",0.25
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",0
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",0
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",12
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",51.9
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",35.7
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",38.8
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",4
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",19
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",13.4
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",20.51
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",22.9
-103.804167,19.2125,COL,CQMCM,"Coquimatlán, Col.",19.2
-103.6,19.325,COL,CUACM,"Cuauhtémoc, Col.",28
-103.884444,19.111389,COL,DJLCM,"Presa derivadora Jala, Col.",19.31
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",28.2
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",18.7
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",13.8
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",18.9
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",12.8
-103.8125,19.3275,COL,PNTCM,"Peñitas, Col.",26.1
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",19.5
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",20.2
-103.867778,18.911667,COL,TCMCM,"Tecomán, Col.",12.01
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",23.5
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",21.51
-99.174167,19.240833,DF,AMC,"Academia Mexicana de Ciencias, Cd. de Méx. UNAM*",15.23
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",12.347
-99.197222,19.388611,DF,CAJA6IPSAYP,"Caja-6 IP San Antonio y Periferico, Cd. de Méx. SACMEX*",12.5
-99.140833,19.483333,DF,CCHVALLEJO,"CCH Vallejo, Cd. de Méx. UNAM*",11.23
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",15.75
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",15
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",12.75
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",14
-99.021667,19.256111,DF,CERRILLOS,"Cerrillos, Cd. de Méx. SACMEX*",15.25
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",36.75
-99.047222,19.442222,DF,CHAPLAGO,"Planta de Bombeo Churubusco Lago, Cd. de Méx. SACMEX*",18.75
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",13.5
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",15
-99.077778,19.4775,DF,CRAEOCAVM,"San Juan de Aragón (CRAE OCAVM), Cd. de Méx. SACMEX*",14.25
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",11.4
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",27.5
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",13.02
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",15.654
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",15
-99.205,19.3,DF,DATDF,"Desviación Alta, Cd. de Méx.",5
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",12.75
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",23.01
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",16.25
-99.073056,19.288611,DF,ELMOLINOCDMX,"El Molino, Cd. de Méx. SACMEX*",15
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de Méx.",7.37
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",16
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",24.25
-99.235,19.308056,DF,FCMAGDALENA,"Foro Cultural Magdalena, Cd. de Méx. SACMEX*",11.75
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de Méx.",15.3
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",14
-98.975,19.339167,DF,LACALDERA,"La Caldera Subestación eléctrica Santa Lucía, Méx. SACMEX*",16
-99.170556,19.286944,DF,LAJOYACDMX,"La Joya, Cd. de Méx. SACMEX*",29.75
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos (El Moral), Cd. de Méx.",16.25
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",13.25
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de Méx.",17.64
-99.120556,19.150556,DF,MTULMIAC,"Manantial Tulmiac, Cd. de Méx. SACMEX*",26.75
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de Méx.",0
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de Mécico Sur, Cd. de Méx.",16
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",12.11
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",13.25
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",18.75
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",16
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",17
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",11.5
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",14
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",14.75
-99.209444,19.308611,DF,PICACHOAJUSCO,"Planta Pichacho Ajusco Periférico, Cd. de Méx. SACMEX*",15
-99.219444,19.285278,DF,PICACHOHOMUN,"Picacho Homun, Cd. de Méx. SACMEX*",13.5
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",15.5
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",12.75
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",13.25
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",15.5
-99.177222,19.328889,DF,POZOCU,"Pozo C.U., Cd. de Méx. SACMEX*",15.5
-99.235556,19.423611,DF,PRESAMIXCOAC,"Presa Mixcoac, Cd. de Méx. SACMEX*",26.75
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",0.25
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",15.75
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",13.75
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",15.5
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",13.5
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",15.75
-99.059444,19.225278,DF,PTARSPACTOPAN,"PTAR San Pedro Actopan, Cd. de Méx. SACMEX*",17.25
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",14.5
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",20.5
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",17.75
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",16
-99.17,19.4,DF,RCMDF,"Radio Comunicación, Cd. de Méx.",13
-99.129444,19.237222,DF,RECLUSORIOSUR,"Pozo reclusorio Sur, Cd. de Méx. SACMEX*",0
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",0
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de Méx.",14
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",17.5
-99.079167,19.465278,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",13.91
-99.176389,19.206389,DF,SMTOPILEJO,"San Miguel Topilejo, Cd. de Méx. SACMEX*",24.25
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SACMEX*",15.75
-98.960556,19.320833,DF,SSCDF,"La Caldera Subestación eléctrica Santa Lucía, Méx.",0.25
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",14.939
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",17.75
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",14.75
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",16.75
-99.000556,19.275,DF,TEQUESQUITE,"San José Tlahuac RB Tequesquite, Cd. de Méx. SACMEX*",12.75
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",0
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",13
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",20.5
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",15.75
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",0
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",14.75
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",13.75
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa Lucía), Cd. de Méx.",13
-99.245833,19.274167,DF,ZACATON,"Zacatón, Cd. de Méx. SACMEX*",15.5
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",45.01
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",47.51
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",31.9
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",47.51
-104.75,24.5,DGO,CNTDR,"Canatlán, Dgo.",48
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",46.2
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",49.51
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",21.1
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",15
-105.955556,25.934722,DGO,GNCDR,"Guanaceví, Dgo.",18
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",23.8
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",62.72
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",5
-104.75,23.516667,DGO,LBYDR,"Las Bayas, Dgo.",54.9
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",7.61
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",23
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",37.75
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",50.6
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",10
-105.041667,23.834167,DGO,NAVDR,"Navíos Viejos, Dgo.",86
-104.656667,24.203889,DGO,PAGDR,"Peña del Águila, Dgo.",46.31
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",19.5
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",17.9
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",45.02
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",47.01
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",1.5
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",31
